station,dttm,lon,lat,log,bottle,z,temp,sal,density,chla,po4,no3,sio2,o2_sens,o2_wink,pH,alk,cruise
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,13,0,21.9,33.4,NA,0.05411884264632731,0.33238922429763934,0.31,NA,NA,NA,8.033,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,12,15.6,15.84,33.32,24.49,0.0700039280384679,0.4932270438743704,0.018,NA,NA,NA,7.975,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,11,25.3,14.16,33.27,24.82,0.4824683866688774,0.20601665177306486,0.012,NA,NA,NA,7.905,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,10,35,13.22,33.27,25,0.21242193500248716,0.7746932281336498,0.618,NA,NA,NA,7.902,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,9,45.6,12.2,33.26,25.2,0.334572764052396,1.2974161417580259,2.469,NA,NA,NA,7.807,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,8,75.2,11.41,33.4,25.46,0.07630318603879953,1.5329286632810963,2.207,NA,NA,NA,7.747,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,7,100.3,10.76,33.55,25.69,0.08424572873486984,1.975232667117107,3.258,NA,NA,NA,7.679,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,NA,NA,81,6,NA,9.95,33.77,26,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,NA,NA,81,5,NA,9.08,34.18,26.47,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,4,350.1,8.24,34.25,26.65,NA,3.9971938275102974,6.535,NA,NA,NA,7.452,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,3,500.5,7,34.3,26.87,NA,4.129310607876898,6.829,NA,NA,NA,7.398,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,2,750,5.3,34.39,27.15,NA,4.634800897975196,7.122,NA,NA,NA,7.412,NA,S225
S225-003-HC,2009-10-16T08:44:00.000Z,-118.43,33.53333333333333,81,1,849.4,5.1,25.06,19.8,NA,4.720964015605588,5.55,NA,NA,NA,7.375,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,13,0,18.6,33.22,NA,0.025635241253523466,0.44727338113816145,0.126,NA,NA,NA,NA,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,12,19.6,19.67,33.51,23.71,0.025635241253523466,0.17155140472090818,0.038,NA,NA,NA,7.661644375562745,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,11,35.6,18.02,33.57,24.17,0.04234196899353341,0.36685447134979593,0.043,NA,NA,NA,8.003452613912252,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,10,44.9,16.22,33.37,24.44,0.04453301525451832,0.4932270438743704,0.048,NA,NA,NA,8.017001670634857,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,9,54.9,15.66,33.37,24.57,0.04617629995025701,0.48173862819031815,0.025,NA,NA,NA,7.995183361603072,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,8,75.7,14.68,33.29,24.72,0.09410543690930194,0.4932270438743704,0.002,NA,NA,NA,7.951601201688595,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,7,99.6,12.77,33.27,35.1,0.07794647073453823,0.7229953575554148,0.639,NA,NA,NA,7.903518775597499,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,NA,NA,284,6,NA,10.12,33.5,25.76,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,NA,NA,284,5,NA,8.94,33.88,26.25,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,4,399.9,6.53,34.13,26.79,NA,3.9684727883001676,2.783,NA,NA,NA,7.452,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,3,600.2,5.1,34.26,27.07,NA,4.399288376452126,5.257,NA,NA,NA,7.322281100915187,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,2,799.2,4.47,34.42,27.27,NA,4.542893572502778,3.894,NA,NA,NA,7.419898900841058,NA,S225
S225-008-HC,2009-10-18T10:11:00.000Z,-121.45666666666666,31.735,284,1,999.8,3.88,34.48,27.38,NA,4.6577777293433,4.67,NA,NA,NA,7.440018496398293,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,13,0,20.1,33.46,NA,0.026456883601392808,0.4989712517163965,0.059,NA,NA,NA,7.975841284620176,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,12,20.1,19.77,33.47,23.65,0.067812881777483,0.3955755105599265,0.019,NA,NA,NA,7.965331267939138,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,11,39.9,19.75,33.48,23.67,0.03713823412369424,0.4702502125062659,0.071,NA,NA,NA,7.960648924732019,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,10,59.7,15.6,33.14,24.4,0.05904869673354336,0.45301758898018757,0.048,NA,NA,NA,7.923674454913478,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,9,75.7,15.6,33.45,24.65,0.12998381943292986,0.40706392624397875,0.046,NA,NA,NA,7.903327069173913,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,8,99.9,14.5,33.45,24.89,0.09328379456143261,0.5162038752424749,0.117,NA,NA,NA,7.746259466746836,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,7,124.5,12.2,33.27,25.2,0.0889017020394628,0.7976700595017543,1.033,NA,NA,NA,7.797280419122556,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,6,199.8,9.5,33.84,26.12,NA,1.9694884592750808,1.463,NA,NA,NA,7.592440217476278,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,5,300,7.9,34.09,26.57,NA,3.0896089884701725,1.211,NA,NA,NA,7.465347067494513,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,NA,NA,475.5,4,NA,6.5,34.1,26.78,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,3,599,5.2,34.27,27.07,NA,9.38526078333079,2.616,NA,NA,NA,7.217855869659493,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,2,750.2,4.7,34.38,27.22,NA,1.199764608443582,2.993,NA,NA,NA,7.247543303236615,NA,S225
S225-015-HC,2009-10-20T10:26:00.000Z,-123.44333333333333,29.098333333333333,475.5,1,999.4,3.9,34.47,27.37,NA,3.784658137355332,3.098,NA,NA,NA,7.2836224609192435,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,13,0,22.9,34.64,NA,0.0192264309401426,0.5162038752424749,0.059,NA,NA,NA,6.508,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,12,21.5,22.6,34.63,23.78,0.025909122036146582,0.2921797694034565,0.161,NA,NA,NA,8.038498204883803,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,11,40.2,22.5,34.63,23.79,0.03275614160172442,0.41280813408600486,0.075,NA,NA,NA,8.03650678834941,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,10,60.3,20.6,34.52,24.24,0.05247555795058862,0.315156600771561,0,NA,NA,NA,7.9446172193385936,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,9,80.2,18.6,34.08,24.42,0.056857650472558446,0.41280813408600486,0.061,NA,NA,NA,7.926954573494784,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,8,100.4,17.8,34.06,24.6,0.09684424473553307,0.3840870948758743,0.111,NA,NA,NA,7.872756561731733,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,7,139.8,15.4,34.06,25.17,0.06644347786436744,0.4645060046642398,0.613,NA,NA,NA,7.825967008613732,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,6,200,11.4,33.87,25.82,NA,1.2399740633377647,2.42,NA,NA,NA,7.662040048323808,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,5,299.5,9,34.15,26.45,NA,2.653049192476188,5.11,NA,NA,NA,6.801104489142267,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,4,399.1,7.5,34.23,26.75,NA,3.8535886314596453,4.879,NA,NA,NA,7.289065267611536,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,3,498,6.4,34.28,26.94,NA,4.18675268629716,5.823,NA,NA,NA,7.251917313180621,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,2,748.8,5.1,34.44,27.21,NA,4.617568274449118,6.452,NA,NA,NA,7.270219082850449,NA,S225
S225-021-HC,2009-10-23T10:22:00.000Z,-125.84666666666666,24.356666666666666,781.5,1,1000,4.1,34.49,27.37,NA,4.387799960768073,5.592,NA,NA,NA,7.245774717437833,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,13,0,27.7,33.85,NA,0.016,0.212,0.183,1.328,NA,NA,8.091,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,9,79.2,18.9,34.58,24.72,0.042,0.235,0.135,NA,NA,NA,7.98,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,8,99.7,15.3,34.25,25.34,0.054,0.914,1.217,NA,NA,NA,7.895,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,5,299.4,10.2,34.68,26.66,NA,3.956,5.398,NA,NA,NA,7.51,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,4,398.1,8.88,34.6,26.83,NA,4.1851307052198035,4.866,NA,NA,NA,7.498,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,3,599.9,6.8,34.52,27.07,NA,4.6281835756913505,6.208,NA,NA,NA,7.465,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,2,749.5,5.58,34.52,27.22,NA,4.340199209884845,8.5,NA,NA,NA,7.444,NA,S225
S225-033-HC,2009-10-30T10:34:00.000Z,-131.24333333333334,13.681666666666667,1400,1,999.7,4.39,34.54,27.38,NA,4.9309363705135745,10.167,NA,NA,NA,7.482,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,13,0,NA,NA,NA,NA,0.38964444818021315,0.281,2.008,NA,NA,8.045993125230414,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,12,25.2,27.2,33.67,21.66,0.026,0.1607337984365803,0.164,NA,NA,NA,8.132765956408427,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,11,50,17,34.47,25.11,0.052,2.257850718668572,6.162,NA,NA,NA,7.647623855612345,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,10,59.8,15.3,34.58,25.58,0.082,3.4467092544338906,1.648,NA,NA,NA,7.557420601775766,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,9,70.4,14.7,34.67,25.78,0.089,3.690388333193242,6.208,NA,NA,NA,7.530298784561633,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,8,80.1,13.9,34.64,25.93,0.072,3.8528410523661427,4.38,NA,NA,NA,7.520412426557662,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,7,100.5,12.9,34.68,26.17,0.055,3.801151550811129,3.315,NA,NA,NA,7.5291795599038105,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,6,150.6,11.1,34.59,26.44,NA,3.3876355383710175,2.342,NA,NA,NA,7.510031801436875,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,5,248.8,10,34.63,26.67,NA,3.9931411280154663,5.167,NA,NA,NA,7.48779900277848,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,4,398.5,8.5,34.57,26.86,NA,4.347583424392704,6.625,NA,NA,NA,7.475027415345998,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,3,600.1,6.7,34.53,27.09,NA,4.790636294864252,5.56,NA,NA,NA,7.43915351726087,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,2,748.8,5.6,34.53,27.23,NA,4.7684836513406745,7.574,NA,NA,NA,7.434908801024107,NA,S225
S225-035-HC,2009-10-31T10:23:00.000Z,-132.38,12.6,1476,1,999.5,4.3,34.55,27.4,NA,4.938320585021434,5.63,NA,NA,NA,7.4496301202926745,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,13,0,29.3,34.15,NA,0.009,0.15334958392872122,0.264,NA,NA,NA,8.158316256758852,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,12,25.4,28.8,34.15,21.48,0.016,0.14596536942086208,0.21,NA,NA,NA,8.157472314067245,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,11,49.6,28.7,34.22,21.58,0.016,0.06473900983441169,0.259,NA,NA,NA,8.16398867989634,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,10,75.2,20.7,34.76,24.39,0.096,0.9877658233168023,2.614,NA,NA,NA,7.973172653183151,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,9,100.7,14.6,34.59,25.74,0.064,3.143956459611667,4.866,NA,NA,NA,7.663547179242671,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,8,110,13.2,34.55,26.01,0.046,2.9962721694544845,3.847,NA,NA,NA,7.589407670649935,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,7,125.2,12.3,34.68,26.29,0.036,3.6534672606539464,6.278,NA,NA,NA,7.59068791482049,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,6,139.9,11.5,34.67,26.43,0.019,3.4983987559889047,6.185,NA,NA,NA,7.632907193484896,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,5,248.8,10.2,34.7,26.68,NA,3.1808775321509626,5.931,NA,NA,NA,7.616007754929791,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,4,398.8,9.1,34.65,26.84,NA,4.20728334874338,3.176,NA,NA,NA,7.513172075418081,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,3,490.4,8.3,34.62,26.92,NA,4.3992729259477175,7.528,NA,NA,NA,7.540617746668202,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,2,491.4,8.3,34.62,26.92,NA,4.281125493821972,6.625,NA,NA,NA,7.546666172301951,NA,S225
S225-041-HC,2009-11-03T09:27:00.000Z,-134.79,8.4783333333333335,1758.7,1,492.6,8.3,34.62,26.92,NA,4.310662351853408,12.667,NA,NA,NA,7.55505384772321,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,13,0,28,33.93,NA,0.017,-0.09771370933848905,0.204,0.205,NA,NA,8.139055809539876,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,12,15.5,27.4,33.93,21.78,NA,0.027817937295116082,0.227,NA,NA,NA,8.130404365601265,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,11,30.3,17.3,34.26,24.86,0.121,0.9582289652853658,1.938,NA,NA,NA,7.869431408733105,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,10,44.6,14.3,34.24,25.54,0.205,2.302156005715727,3.535,NA,NA,NA,7.67866927360377,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,9,74,12.3,34.68,26.27,0.098,3.5427040430360592,5.444,NA,NA,NA,7.516281797913329,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,8,89.5,12,34.73,26.37,0.046,3.6165461881146506,4.148,NA,NA,NA,7.436597096915669,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,7,100,11.9,34.73,26.41,0.023,3.6756199041775237,8.176,NA,NA,NA,7.496159261098633,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,6,125.3,11.5,34.73,26.48,NA,3.6682356896696646,2.667,NA,NA,NA,7.492278303855634,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,5,249.9,10.3,34.69,26.66,NA,3.6165461881146506,4.727,NA,NA,NA,7.498533709561986,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,4,399.3,8.9,34.62,26.84,NA,3.8602252668740022,3.778,NA,NA,NA,7.449379584344982,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,3,599.7,6.6,34.53,27.1,NA,4.458346642010591,1.879,NA,NA,NA,7.419700976897237,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,2,749.5,5.5,34.53,27.24,NA,4.775867865848533,5.143,NA,NA,NA,7.404836356416819,NA,S225
S225-046-HC,2009-11-05T10:17:00.000Z,-136.15833333333333,11.181666666666667,2015,1,999.5,4.4,34.55,27.39,NA,4.702025720769942,5.56,NA,NA,NA,7.445141306362118,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,13,0,27.4,33.74,NA,0.114,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,12,10.5,27.1,33.75,21.76,0.101,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,11,20,27,33.75,21.77,0.119,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,10,30.1,26.9,33.77,21.81,0.121,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,9,39.1,21.6,34.8,24.18,0.19,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,8,50.6,17.4,34.25,24.84,0.17,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,7,59.5,15.1,34.33,25.42,0.127,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,6,70,13.7,34.46,25.84,0.234,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,5,79.9,13,34.48,26,0.114,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,4,90.5,12.3,34.54,26.18,0.084,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,3,99.3,12.1,34.63,26.28,0.067,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,2,125,11.9,34.7,26.38,0.021,NA,NA,NA,NA,NA,NA,NA,S225
S225-048-HC,2009-11-06T10:01:00.000Z,-137.57666666666665,11.971666666666666,2101,1,150,11.5,34.71,26.46,0.011,NA,NA,NA,NA,NA,NA,NA,S225
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,1,793,5.2484,34.3946,27.1741,NA,4.415,6.234,NA,0.07135,NA,6.529,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,2,743.6,5.3419,34.3884,27.1578,NA,4.389,6.494,NA,0.08979,0.07,7.429,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,3,495.4,6.4899,34.2932,26.9367,NA,3.54,6.531,NA,0.36302,NA,7.435,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,4,346.9,7.8583,34.2618,26.7202,NA,3.701,6.064,NA,0.73158,NA,6.692,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,5,248.4,8.9407,34.2407,26.5372,NA,2.49,5.653,NA,1.12871,NA,7.508,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,6,149.1,9.718,34.0782,26.2823,NA,2.827,5.038,NA,1.75585,2.64,7.157,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,7,75.4,10.1806,33.6898,25.8998,0.06455218947592822,2.048,4.18,NA,2.90504,NA,7.633,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,8,50.3,11.0469,33.5166,25.6132,0.31514298713092914,1.772,4.294,NA,3.68554,NA,7.681,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,9,40.2,11.8617,33.463,25.4224,0.49306245346597966,1.527,4.455,NA,4.32007,4.86,7.75,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,10,35.3,12.2981,33.4471,25.3275,0.6935350915899804,1.322,5.525,NA,4.67083,NA,7.787,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,11,24.9,15.1514,33.5225,24.8008,0.7887595946988807,0.447,0.628,NA,5.94067,6.06,7.951,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,12,15.2,18.3528,33.5702,24.0913,0.24096811102504886,0.254,0.223,NA,5.88019,NA,8.011,NA,S231
S231-002-HC,2010-10-04T09:09:00.000Z,-118.83833333333334,33.8,NA,13,0,19.8,33.547,NA,0.2449775637875289,0.215,0.03,13.359,NA,NA,7.868,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,1,991.3,3.9427,34.4728,27.3804,NA,3.778,7.47,NA,0.4797,NA,7.387,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,2,744,4.7233,34.4047,27.2413,NA,4.119,7.399,NA,0.25603,0.37,7.375,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,3,495.3,5.9462,34.2792,26.9953,NA,4.081,6.818,NA,0.33301,NA,7.368,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,4,396.9,6.3713,34.1795,26.8613,NA,3.708,6.58,NA,0.68312,NA,7.386,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,5,296.8,7.5117,34.1951,26.717,NA,3.682,6.692,NA,0.83794,NA,7.43,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,6,149.3,8.8883,34.0478,26.3927,NA,2.942,6.032,NA,1.84744,2.46,7.57,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,7,100,9.3521,33.6514,26.0076,0.020197618290993067,2.177,4.029,NA,3.31752,NA,7.616,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,8,59.8,11.0652,33.331,25.4656,0.13171052324746846,1.579,2.912,NA,4.65187,NA,7.757,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,9,40.2,12.3777,33.2402,25.1519,0.30010753927162903,1.077,2.949,NA,5.0993,5.86,7.854,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,10,30,13.9904,33.3895,24.9456,0.3502256988026292,0.621,0.86,NA,5.39717,NA,7.941,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,11,19.9,15.889,33.4777,24.6026,0.41537930619292945,0.434,0.626,NA,5.68165,6.18,7.965,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,12,10.1,15.9258,33.4836,24.5985,0.4579797417942795,0.402,0.606,NA,5.71294,NA,7.967,NA,S231
S231-007-HC,2010-10-06T10:26:00.000Z,-122.29166666666667,33.63166666666667,275.1,13,0,16.3,33.47,NA,0.42039112214602947,0.576,0.932,10.127,NA,NA,7.912,NA,S231
